Artist,Track,Track ID,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
Michael Franti and Spearhead,People In Tha Middle,"1SZThDcsBdExLGgsGF4jwj
",0.040274862847200804,0.026115106922398587,0.018587402317654055,0.1111111111111111,0.043263888888888886,0.043263888888888886,0.03818204365079365,0.08333333333333334,0.375,0.05979938271604938
Dojo Cuts,I Can Give,"5DXq9lQxg6tF88XVzwOKGA
",,,,,,,,,,
The Young Punx Cagedbaby D,Loving You Baby,"1Y7u4vDBYUqGClwy917MUm
",,,,,,,,,,
Mage,All The Time,"0t0zDIeQykxGQUV5UHDgNA
",,,,,,,,,,
Bird of Prey Iguana,Xenomorphic,"6riNnIsy4o3iIdIADdmcqO
",,,,,,,,,,
Altruism,Gratitude,"0yXij8RLCsp2Ir3Wkv9bCS
",,,,,,,,,,
Quincy Jones,Let The Good Times Roll,"5s9wI2Jijxp5sDyL9ltKmR
",0.028367196998003823,0.21833333333333332,0.07083333333333333,0.009763650127829803,0.14444444444444446,0.07777777777777778,0.013127418529090568,0.09166666666666666,0.014261432063949423,0.03967708709114959
Madlib,Slims Return,"2P5mABk27DkOT8Gi2NbTpO
",0.375,0.2,0.2,0.25,0.2,0.2,0.25,0,0.2,0.375
William DeVaughn,Be Thankful for What You Got,"7pN8GMLw3prWFn5nvJRM6O
",,,,,,,,,,
Kolsch Troels Abrahamsen,All that matters,"5hGBJKU8aJaZPVSV7NxoTp
",,,,,,,,,,
Ginuwine,Pony,"6mz1fBdKATx6qP4oP1I65G
",0.03591424232738855,0.1125,0.26666666666666666,0,0.2,0.26666666666666666,0.045881593784516235,0.20555555555555557,1.0,0.5555555555555555
Entheogenic,Ground Luminosity,"5HOyaBTI0ypXjyowSRKeHj
",,,,,,,,,,
Zen Mechanics,Modified,"1GIeXkjmmoYVFoQpbV6sXD
",,,,,,,,,,
Count Basie,A Hard Days Night,"2PMZRVTJlDj2DokOxYnmnY
",0.1507473544973545,0.1,0.07777777777777778,0.07777777777777778,0.1,0.09166666666666667,0.07777777777777778,0.09166666666666667,0.07777777777777778,0.07777777777777778
Junior Kimbrough,Sad Days Lonely Nights,"1NaRFCn2s3Rb75ghDIfBuR
",0.3333333333333333,0.18333333333333335,0.2,0.3333333333333333,0.2,0.18333333333333335,0.3333333333333333,0.2,0,0
Infected Mushroom,Devil,"61HCD3QERj7kxp4qHSzGiF
",0.6666666666666666,0,0,0,0,0,0,0,0,1.0
Pernett,Hoy Es Manana,"2Ds6mEvudpm8tlBY8s6pPl
",,,,,,,,,,
Dinah Washington,Mad About The Boy,"15VvVzNAne1ndguY5Rh8ji
",0.06416666666666666,0.025576185517488675,0.02389458406819518,0.08541666666666667,0.03212494559884671,0.027142305996472667,0.06416666666666666,0.027496693121693123,0.08541666666666667,0.21666666666666667
Public Enemy,Give It Up,"2uWoy80sBB8a59nh0cDSe1
",0.016343750691765038,0.006677060342971397,0.01115849594005972,0.03644708076131688,0.015095594268771353,0.007941277529077185,0.0519212962962963,0.013089834634198471,0.0798611111111111,0.02469245422802384
Marijata,No Condition Is Permanent,"4RY7JyzWaluUWKg3zPKOdk
",0,0,0,0,0,0,0,0,0,0
Living Room,Surfin On a Rainbow,"5iQ6QNbeoIBSUuxLvyZL4Q
",,,,,,,,,,
Diana Ross,Its My House,"3qQWGXvNwIOrskKOK9u9A0
",0.0361126476027249,0.0925,0.1,0.11666666666666667,0.1,0.058750000000000004,0.050573056958473625,0.07097222222222221,0.15000000000000002,0.13125
Ofege,Nobody Falls,"2p4cHvREkcBQT7IzqwliHi
",,,,,,,,,,
Khruangbin,Two Fish and an Elephant,"1Mxx5BNUnUmVESTaPgblt2
",,,,,,,,,,
Bud Powell,A Night In Tunisia,"7mwfuAhF0DclPHLhKEyYdl
",,,,,,,,,,
Glenn Miller,On a Little Street in Singapore,"7bVU2AF4JsrXzPCvrxXw7X
",0.2833333333333333,0.2,0.2,0.2,0.2,0.2,0.35,0.2,0.2,0.35
Lemon Tree,A Monkey,"5DoHizYw9jyvyChGs04VIB
",,,,,,,,,,
Copywrite,Trouble,"56SqXxIisOSzSrJXuLBMY8
",,,,,,,,,,
Amy Winehouse,Back To Black,"3RCmcAmUn9YRnNNDXX4sgk
",0.06370379556143445,0.07333829365079365,0,0.1734126984126984,0,0,0.2013888888888889,0.07333829365079365,0,0.10671296296296295
Onom Agemo And The Disco Jumpers,Liquid Love,"1uEZdfC78Cg5lxagSv9Dde
",,,,,,,,,,
Rex Orange County,Sycamore Girl,"6pD5lJP9upILAGe9drWqXU
",0.032527933935920045,0.06736937830687831,0.20833333333333331,0.06444444444444444,0.12361111111111112,0.18055555555555555,0.040608557466196356,0.09652777777777777,0.04944444444444444,0.0469849537037037
Fatboy Slim,Build It Up Tear It Down,"7c3gg0yaitZpzx3EbuD2ch
",0,0,0,0,0,0,0,0,0,0
Cannonball Adderley,Love For Sale,"16Po3i2Kcsy74jz0lp6fdJ
",,,,,,,,,,
Blackbyrds,Do It Fluid,"31DcoNNQ5OR3yh0BVc13fA
",,,,,,,,,,
Electric Wire Hustle,They Dont Want,"5lGAa7HUT1JmNXC1uXcv6x
",0.05636188271604938,0,0,0.29166666666666663,0,0,0.2638888888888889,0,0,0.08640873015873016
The Budos Band,Ride or Die,"5rbOfVxNxWWW73zsu0knPa
",,,,,,,,,,
Doug Hream Blunt,Fly Guy,"6LHCmgP2PGmZCjPDijxh7r
",0.16666666666666666,0.09333333333333334,0.12638888888888888,0.5833333333333334,0.2,0.07087962962962963,0.16666666666666666,0.19999999999999998,0.16666666666666666,1.0
Howling,Phases,"75Fupwxut5dZfw7rgTi2wK
",0.022776810980322422,0.1011574074074074,0.16666666666666666,0.10902777777777777,0.16666666666666666,0.3125,0.026393476906089924,0.2222222222222222,0.1466435185185185,0.1076388888888889
Mardi Gras New Orleans Jazz,Flashy Moment,"1IN17M6IaDuMsRtuU3CADn
",,,,,,,,,,
Wynton Marsalis,Where or When,"2JR1WeETsXmFR1kRC2oXXq
",0.2916666666666667,0,0,1.0,0,0,0.2916666666666667,0,0.25,0.25
San Holo,Light,"6PKpNHp2O1oNrOK7ZLU0qq
",0,0.020836415766461457,0,0,0,0.009266626139080691,0,0.008135048076596138,0.09444444444444444,0
Zen Baboon,Bencalado,"7JwwAlWgTHpWkvRUbXbkVb
",,,,,,,,,,
Dojo Cuts,I Can Give,"5DXq9lQxg6tF88XVzwOKGA
",,,,,,,,,,
Logistics,Cosmonaut,"77AwEu7qGsplnQ034Y7Qmp
",,,,,,,,,,
Dry Bread,Words to My Song,"3oqD79fb1OUhb2qORKnjCQ
",,,,,,,,,,
Sonic Species RelativV,The First and the Last,"0pm5cYwkhIi7skiGkOGmTR
",,,,,,,,,,
Muffler,Hear Me Scream,"7yW79zb6jdC5m8wX1GL2fx
",,,,,,,,,,
Billy Ocean,Caribbean Queen,"0ObLFkX9bnGBZMFVeLFRN4
",,,,,,,,,,
Wale,Fish N Grits,"1Udn6iwy5SH5siTpzduvQB
",0.0333997945140097,0.03341680123824699,0.038576118296294384,0.08551587301587302,0.04996031746031746,0.10138888888888889,0.06051587301587301,0.06765873015873017,0.06349206349206349,0.04178600444587134
Shivaree,Goodnight Moon,"5jQPDVjgSGnNYl8G3H3qul
",0.020674959113368505,0.05462962962962963,0.04424603174603175,0.03153395717855043,0.13214285714285715,0.07797619047619049,0.02597936612916772,0.12076388888888889,0.058690476190476196,0.037986583522297813
Audiomatic Phaxe Ranji,Pineapple X,"0UCwqjnbxf1GPjGCRpCUX9
",,,,,,,,,,
The Blasters,Dark Night,"3dKGK0ALdWHldGJEXpwt3K
",0.04941184807256236,0.18444444444444444,0.17142857142857143,0.07742414811054311,0.17380952380952377,0.35,0.061656746031746035,0.2125,0.08720238095238095,0.28720238095238093
Classic Dixieland Jazz,Saturday Gypsy,"4IZvGrHupskTeHglkd6bdC
",,,,,,,,,,
Erykah Badu,Rim Shot,"4fJXmct2hSA8oLhXTOo1h2
",,,,,,,,,,
Joe Goddard SLO,Music Is The Answer,"7n6yBlt14D5T8WOCpjdChJ
",,,,,,,,,,
Tall Black Guy,This One Is for the Ladies and Gents,"4fiYrIrn9jhkcpZui333Ez
",0.125,0.1875,0.1875,0,0.1875,0.1875,0.125,0,0.125,0.125
Boef,Habiba,"6G41AeVgQkpvEbTxN5fNkW
",0.05024131860937417,0.05561900138842341,0.13888888888888887,0.07916666666666666,0.17777777777777776,0.024969650418352467,0.11666666666666665,0.048892195767195765,0.26666666666666666,0.04562897632631429
Phoenix,Too young,"2THkQauDWMvJgXFGPY4iKB
",0.02614262415824916,0.07022197420634921,0.12291666666666666,0.03358865189594356,0.175,0.13555555555555557,0.03193865740740741,0.16944444444444443,0.023517104431383943,0.11458333333333333
Marvin Gaye,Whats Going On,"7av4raprzW2bWdjyAaH3hz
",0.08024844818247596,0.023268713078345552,0.05567460317460317,0.10625,0.18333333333333335,0.04462797619047619,0.0625,0.05222222222222221,0,0.04738897740633852
HUVA Network,Rain Geometries,"07WhqqmEmmHUqqv6yOBj00
",,,,,,,,,,
Revolution Void,Double the Daily Dose,"2p7ZkHhE6c89BOkvt6szsv
",,,,,,,,,,
Ray Fernandez,Soul Freedom,"0JRzf1TOmNLfLtkrAtlDEk
",,,,,,,,,,
Killerwatts Mandala,Ready To Rumble,"1XyumaRejHzzr2pnQRvjcT
",,,,,,,,,,
Etherwood,Hold Your Breath,"6g0ZE9g7mUn4NAbSHCJoio
",0.3680555555555555,0,0,1.0,0,0,0.41666666666666663,0,0,0.3333333333333333
Spooky,Cookie Monster,"04rEM9EOHPbDENmRv4kpcT
",,,,,,,,,,
Count Basie,Jumpin At The Woodside,"7neG7jpkK5oRAmJrZKtHm4
",0,0,0,0,0,0,0,0,0,0
HUVA Network,Symetric Lifes,"3DI3Mj1VLcIJC2VAQ37FwL
",,,,,,,,,,
Big Boss Man,Sea Groove,"4lhFA1E4MFfPeO9gYJEZOs
",,,,,,,,,,
Killerwatts,Infinite Loop,"6zeqGJ2wU7ambokM187otv
",,,,,,,,,,
Phony Ppl,Why iii Love The Moon,"2x5Frs6ts14U4MSLrQQlXg
",0.007589990840363758,0.013165002101351917,0.09872685185185186,0.03210289902998236,0.0923611111111111,0.04269133965314521,0.012565086954514906,0.09618055555555555,0.3333333333333333,0.021044650356716328
Shayman,Frequency,"5I4kCWBuH6pjOG2EWNgNMe
",,,,,,,,,,
Mel Torme,Comin Home Baby,"71tjsDvB4EMJqNG8EMmFnb
",0.027869538121800205,0.25,0,0.625,0,0,0.031382037655669756,0.25,0.25,0.5
Cosma,People On Hold,"3JP8mf3d7GFWtLZqLr43sC
",,,,,,,,,,
Hosok,Hallo,"5QoRXzGTCYVevrBwG30HNu
",,,,,,,,,,
Digable Planets,Pacifics,"5esVkhazOeanQVdlJUkNpY
",,,,,,,,,,
Zen Baboon,Bencalado,"7JwwAlWgTHpWkvRUbXbkVb
",,,,,,,,,,
Django Reinhardt Benny Carter,Farewell Blues,"77cLX2qF8KVj7kcjaND69o
",,,,,,,,,,
Tristan Avalon Vini Vici,Colors,"2mFhhQD4RODyvUZ2Ts8lWI
",,,,,,,,,,
Phantogram,Same Old Blues,"5MsiymD1DzDC6OAuw6Bg8Y
",0.09583333333333333,0.05085978835978836,0.13888888888888887,0.20949074074074073,0.13888888888888887,0.09444444444444444,0.13194444444444442,0.11194568452380953,0.5833333333333334,0.09583333333333333
Tripswitch,Big Time Line,"4gGf8ONOVgShrYHtyfpC7c
",,,,,,,,,,
The Stooges,Gimme Danger,"77bHrxVX3E2SWopfaoWrTw
",,,,,,,,,,
Willie Mitchell,Groovin,"1pZ4YQ93Wc9xoN0Q3h3fLq
",0.10416666666666666,0,0,0.1875,0,0,0.13194444444444442,0,0.29166666666666663,0.25
Pye Corner Audio,Sleep Games,"7MVIiFpcZFAXKk66h3RoZc
",,,,,,,,,,
Calibre,Complain,"3lun93IOa3qys3H5QoOni9
",,,,,,,,,,
Masta Ace Incorporated,Born To Roll,"4tTu8WOWgaPs6ElXSZzviI
",,,,,,,,,,
E,Krik,"2wkQj7k6luFVckCOHHb6P3
",,,,,,,,,,
Fourplay,Silverado,"3UVGafi34peIN3fHlUSa83
",,,,,,,,,,
Echo Inada,Rain,"17ZOYeQeEt4oVt5iRsaje8
",,,,,,,,,,
Hank Williams Drifting Cowboys,Hey Good Lookin,"4AeTiKSPrP3ay2hwuBu8HX
",,,,,,,,,,
Umoja,Take Me High,"3qMQX1Rxwo5E24mOiYrWKz
",,,,,,,,,,
Mocky,Late Night Interlude,"4aR2dZOtGBMcYaEml2HX4T
",,,,,,,,,,
Abakus,Liquid Visions,"37nOZvMw0vSSCvhYixEmC5
",,,,,,,,,,
Kendra Morris,Concrete Waves,"1RrQ2v3QRChV8MbGdlMUiI
",0.03584301776266062,0.04398836820169286,0.3214285714285714,0.031185962039136643,0.3214285714285714,0.08859126984126985,0.06813492063492063,0.08333333333333333,0.036752802973041065,0.036239843159486015
Ying Yang Twins Lil Jon and The East Side Boyz,Get Low,"0r2Bul2NuCViraT2zX1l5j
",,,,,,,,,,
Dan Auerbach,Goin Home,"5m2iDQBzhKQcXhvBbH7w8o
",0.08029478458049887,0.35714285714285715,0.15476190476190474,0.1436295351473923,0.14285714285714285,0.17142857142857143,0.11333333333333333,0.14285714285714285,0.11428571428571428,0.10476190476190476
Ibibio Sound Machine,The Talking Fish,"77olimEkYdq1743eHmoBeF
",,,,,,,,,,
Jeremy Steig,Howling For Judy,"72RLba4dZZmjCUtxjj8mFP
",,,,,,,,,,
Logistics,Transporter,"5w8wc00q7i9LZZGApP0E13
",0.3333333333333333,0,0,0,0,0,0,0,0,0.3333333333333333
The JBs,Doing It To Death,"4tYe4LZQmi3YM3zY7AmYMS
",,,,,,,,,,
Banco De Gaia,Sinhala,"3sQIPRwcIXeOWrLxFJSFHh
",,,,,,,,,,
Steve Roach,The Reflecting Chamber,"1jW3WGDiIAO4oIg3V4QzWZ
",,,,,,,,,,
Stereo MCs,Step It Up,"0y5d6Er598zVgb4f8fwal3
",0.033722944558014,0.21319444444444446,0,0.060789517195767195,0.6666666666666666,0.16666666666666666,0.1722222222222222,0.3333333333333333,0.25555555555555554,0.03758695252792475
Richie Phoe,Bumpys Lament,"7m2IzFGxTuGo9ZURt0gvE1
",,,,,,,,,,
Gregory Porter,1960 What,"0dNp0wp0bH9aEgRVoGQ2iV
",0.030242228835978838,0.039433145943562606,0.057771164021164015,0.025551697530864198,0,0.016887010087820273,0.042847222222222224,0.19791666666666669,0,0.03613756613756614
Phoenix,Too young,"2THkQauDWMvJgXFGPY4iKB
",0.02614262415824916,0.07022197420634921,0.12291666666666666,0.03358865189594356,0.175,0.13555555555555557,0.03193865740740741,0.16944444444444443,0.023517104431383943,0.11458333333333333
Barrington Levy,Under Mi Sensi,"0EWiQ9MnQZ4BDUJgv0ahbc
",0.5,0.06330687830687831,0.2,1.0,0.6,0.19999999999999998,0,0.2,0.3333333333333333,0.5
Gentleman,Dem Gone,"3MdGLgsPkpZIYddDfI2tyN
",0.015847656264121764,0.06845341593761871,0.19999999999999998,0.11147395833333333,0.2,0.0961111111111111,0.027642838771310994,0.0319785835092548,0.2,0.01880691316570946
Alogte Oho and His Sounds of Joy,Mam Yinne Wa,"08k6ZsTPo7ws120ty9nvHM
",,,,,,,,,,
Eric Burdon War,Magic Mountain,"2dV128mnCKya4K6ClAhw8e
",,,,,,,,,,
HNNY,Sunday,"5Ml003Ymb2JnhRR9tGA5Bf
",,,,,,,,,,
David Axelrod,Holy Thursday,"0VF21fEzB6OszZcJlKzyg5
",,,,,,,,,,
Guru,Intro /Jazzalude I New Reality Style,"3ij3EUTgGnpT9MmovygvJX
",,,,,,,,,,
Phaxe Neelix,Angels of Destruction,"3ur2Gp60qutYrZ2SRWuKGx
",,,,,,,,,,
Hallucinogen,Angelic Particles,"035BLPjrP6kHCrztwq5lt3
",,,,,,,,,,
Kolsch,Zig,"60Tetseso28McWDU2XInob
",,,,,,,,,,
Indidginus,Spiritual Spearmints,"4VdmWjjrvfUCuv6CCzBf1A
",,,,,,,,,,
The Wiseguys,Too Easy,"3Ot84O7eRoXMm0vhnR2RtI
",,,,,,,,,,
Kendrick Lamar,ELEMENT,"6rZssCJPEdQnyeEdNLKsr8
",0.040860864306241834,0.006007553901655467,0.008221776717101597,0.1270793637671118,0.01068947613976746,0.013488465458377123,0.2222222222222222,0.012077152334559511,0.07017195767195766,0.0646950311087978
P,Hydraulic Pump,"1yehjrHYpbn3V2mmFqlSCJ
",,,,,,,,,,
Asura,Halley Road,"5DiD5DsXve2akbYtXBYN5U
",0.2,0.5,0.5,0.2,0,0,0.2,0,0.2,0.6
Galactic,Find My Home,"3t1daUsebXZBwOygdcmweN
",,,,,,,,,,
Stereo MCs,Everything,"7a5J8bOjniLna8olpocV9N
",0.03322902694335886,0.022760298229305857,0.12777777777777777,0.08657407407407407,0.2,0.023847609635095055,0.19444444444444442,0.01968081620946975,0.12740850970017636,0.057051826131687244
Jay Tripwire,So Horny For Your Horn,"7fV2UJlhk42EYAhZ83Uu3c
",,,,,,,,,,
Charlie,Jeg dupla whiskyvel,"6XIqJLPQQ5By4Ui3LQ2lCi
",,,,,,,,,,
Junior Kimbrough,You Better Run,"0ngFovvwalRy7RCgjz1eFj
",0.5,0.03484126984126985,0.042777777777777776,0,0.042777777777777776,0.042777777777777776,0.5,0.042777777777777776,1.0,0.5
Asgeir,Unbound,"5Sjx2nRkH30WCDlPo1Ozfd
",0.061443599353321575,0.375,0,0.04444444444444445,0,0.25,0.07774470899470899,0.375,0.13333333333333333,0.14947089947089948
Compass Mexican Institute Of Sound + Toy Selectah Emicida Mexican Institute Of Sound KOOL AD Toy Selectah Maluca Rob Birch,Explotar,"2leEXco6L1rh13bySZFMOv
",,,,,,,,,,
Dojo Cuts,I Can Give,"5DXq9lQxg6tF88XVzwOKGA
",,,,,,,,,,
Jax Jones RAYE,You Dont Know Me,"00lNx0OcTJrS3MKHcB80HY
",,,,,,,,,,
Indaba,Dark Light,"1Sp0Wefez4VrXJL7wcBZrL
",,,,,,,,,,
Lil Dicky,Professional Rapper,"1Ysc1uDZtf430TGavoS1j4
",0.005903817758163919,0.007427239164132218,0.00741298427527246,0.008490112787350786,0.013405046085900152,0.017576158064775256,0.016693613140552264,0.012577359628774416,0.017591277331666717,0.008442916265578956
NWA,Alwayz Into Somethin,"6QQOO5HlbCPXvZKqo8uX0Y
",0.02500146559012517,0.011634356539172759,0.020592641048358964,0.021298969117669514,0.025043585296897562,0.02003351125317512,0.16041666666666668,0.013298652055788677,0.02296475025195263,0.05969086118463028
Stereo MCs,Aint Got Nobody,"0LukIJ3UESpXPqaKOJyRgh
",,,,,,,,,,
Junior Kimbrough and the Soul Blues Boys,Nobody but You,"3MTV6FE3LuNQftxIqDWNqy
",,,,,,,,,,
The Doors,Peace Frog,"5piJiL6aRhvrKBa9YuEfS9
",0.036105914588057446,0.12954695767195767,0.12380952380952381,0.05372496220710506,0.05863095238095238,0.06525462962962962,0.036105914588057446,0.06777777777777778,0.053840702947845806,0.17613756613756615
Classic Dixieland Jazz,Papas Jazz,"0xod3c30DfL6eBTfW0WN9y
",,,,,,,,,,
The Young Punx Cagedbaby D,Loving You Baby,"1Y7u4vDBYUqGClwy917MUm
",,,,,,,,,,
The Young Punx Cagedbaby D,Loving You Baby,"1Y7u4vDBYUqGClwy917MUm
",,,,,,,,,,
Barrington Levy,Murderer,"6UgPIqD2u9jWu6bUugB9bV
",0.10708427028218695,0.007295864398420424,0.01595438675639775,0.0872420634920635,0.01922948816872428,0.025023349437380413,0.225,0.00980948683645575,0.09027777777777776,0.175
Willie Nelson,Crazy,"3fFyQ0LY4wM9oQw6pX8meB
",0.06194444444444445,0.014665764197373804,0.017957121088038333,0.15416666666666667,0.08333333333333333,0.016747320068002395,0.06194444444444445,0.013854633829765834,0.14444444444444446,0.11944444444444444
Romeo Elvis Le Motel,Diable,"20uvg3rfcLMnYMvRBr78RC
",,,,,,,,,,
Alpha Portal Magik,Magic Portal,"5QOCgm6h9orXB4vA3Gbl7w
",,,,,,,,,,
Fatboy Slim,Right Here Right Now,"2y46a3OM1iEwIdHaArRf32
",0.10648148148148147,0.08640873015873016,0.5,0,0,0.2222222222222222,0.3333333333333333,0.10601851851851851,0,0.10648148148148147
WITCH,Fools Ride,"5mzTVlDqaUZbUeEPm5KSjk
",,,,,,,,,,
Nickodemus The Real Live Show Nappy G,Give the Drummer Some,"7GAwbLiLVn8WmwRAng9RBU
",,,,,,,,,,
The Knocks POWERS Fetty Wap,Classic,"0iBGgTRtJU8XEjdRL8ZFQi
",,,,,,,,,,
Prince Fatty Horseman,Insane in the Brain,"6JrrtWwNu0Aj8qKWqM9cJb
",,,,,,,,,,
Ticon,Hops Of Hades,"2IbVNMZ2vprto6Ep889rVU
",,,,,,,,,,
Stanley Clarke George Duke,Sweet Baby,"38705PDjZZVeWxfTRsTlJr
",,,,,,,,,,
The Shelters,Surely Burn,"5VGK39BAtUckCkE4kfnSTf
",0.1465327380952381,0.3333333333333333,0,0.2,0.3333333333333333,0.1701058201058201,0.2,1.0,0.2,0.35
Bobby Blue Bland,Aint No Love In The Heart Of The City,"314EboaoCMFEGDvAFuc4IC
",0.01668589340073697,0.11666666666666667,0.15000000000000002,0.06916666666666667,0.15000000000000002,0.15000000000000002,0.01926050041977858,0.12710014329805996,0.07916666666666668,0.11885940255731924
Rebirth Brass Band,Exactly Like You,"4gLjinADyf18gkEqucCM7b
",,,,,,,,,,
Earthspace Ingrained Instincts,Capricorn,"1XNsP8bfTjXLwtyb7SgcT3
",,,,,,,,,,
George McCrae,I Get Lifted,"3wDyYQDkBSoqofcQ3eZJ9w
",0.1375,0,0,0,0,1.0,0.1375,0,0,0.3333333333333333
Tetra Hydro K,Tetra Hydro Booster,"2mBJoD9haT2sitAZICmq8G
",,,,,,,,,,
Camille Yarbrough,But It Comes Out Mad,"5ZRgWAy6N6JbCaC952amyD
",,,,,,,,,,
Rick James,Mary Jane,"3cSaidFaQ0gbHIh3uNRiKQ
",0.016146144495061493,0.21666666666666667,0.1,0.10277777777777777,0.1,0.16944444444444443,0.0166855623450665,0.16111111111111112,0.175,0.10277777777777777
Pye Corner Audio,Do You Hear Them,"3owCHT3a8GdgPZSqzDgse8
",,,,,,,,,,
Logistics,Repetition,"5dLcRQwMP3lfaaZpldHEZV
",,,,,,,,,,
Delvs,Come My Way,"40b8xelrtgNQDgijsJrXSv
",,,,,,,,,,
Koko Taylor,Put The Pot On,"03Z28pESL57j7Ze0wZr81G
",0.019260500419779156,0.07527777777777778,0.03760416666666667,0.6,0,0.13333333333333333,0.02506635604314714,0.15555555555555556,0.15555555555555556,0.0866468253968254
Murs,Bad Man,"5V7JsXzvnZ7gYF479LGFAO
",0.019959743412499863,0.008056408875266104,0.011351785806196373,0.059796344443155305,0.012688188555049459,0.013994495531140932,0.02756000606261023,0.009661057947523624,0.04518518518518519,0.034613321586838657
Gwen Stefani,Hollaback Girl,"0eqH0ALoDQevq59YcQ53KE
",0.23333333333333334,0.007756237692781851,0.008552787898551604,0.04006702266807439,0.00901578840716879,0.2222222222222222,0.25,0.41666666666666663,0.25,0.5
The Undisputed Truth,Smiling Faces Sometimes,"1nXrBFLvlLnQsgYt7Fc5IU
",0.01926047461359393,0.020844918441691136,0.03666790674603174,0.4444444444444444,0.030963527888007054,0.07986772486772487,0.03582266722982318,0.036705109126984124,0.25,0.04087301825860079
Roy Ayers,Fikisha,"5zRUoMOS9AOwg5bSYh5423
",,,,,,,,,,
Muddy Waters,Walkin Thru The Park,"29W6yMFu47C7KWKQhPgq12
",0.5,0.6666666666666666,0.3333333333333333,1.0,0,0.3333333333333333,0.5,1.0,0,0
Maxwell,Ascension,"6l4TNbfPtNAOOlGIfceSaO
",,,,,,,,,,
Zen Baboon,Bencalado,"7JwwAlWgTHpWkvRUbXbkVb
",,,,,,,,,,
Sam Cooke,A Change Is Gonna Come,"0RFKuagqUgR4X8C1QneCCq
",0.22916666666666669,0.41666666666666663,0,0.07182848468434613,0,0.21134259259259258,0,0.3333333333333333,0,0.3333333333333333
Slim Harpo,Im a King Bee,"3BmqxADWEQQGn5LmfuKKDs
",0.025934742350000446,1.0,0.10694444444444444,0.03569451977474258,0,0.030716038665980796,0.13541666666666669,0,0.25,0.5
Hank Williams,Lost Highway,"349hlN7NZaTB2SftSyYKV9
",0.22777777777777777,0.028640395128784538,0.043333333333333335,0.39444444444444443,0.036190476190476197,0.037876984126984134,0.18333333333333335,0.039953201248340134,0.18333333333333335,0.30694444444444446
Stereo MCs,Lost In Music,"2mg74SqHtXrkgqfPfvyt3i
",,,,,,,,,,
Calibre,Complain,"3lun93IOa3qys3H5QoOni9
",,,,,,,,,,
The Beatnuts,We Got the Funk,"1EAZeUCavtLlMBND4egAok
",0.10833333333333334,0.024647407699577194,0.0540164609053498,1.0,0.04590939153439153,0.08944444444444444,0.3055555555555555,0.025802240941377844,0.0705680482069371,0.21203703703703702
Mardi Gras New Orleans Jazz,Frolic,"6Ce3yQDMLfd0gim8pSjW1W
",,,,,,,,,,
The Blasters,Dark Night,"3dKGK0ALdWHldGJEXpwt3K
",0.04941184807256236,0.18444444444444444,0.17142857142857143,0.07742414811054311,0.17380952380952377,0.35,0.061656746031746035,0.2125,0.08720238095238095,0.28720238095238093
Peanut Butter Wolf,Styles Crew Flows Beats,"7iJFujOqpzWVRZBFrrioYW
",,,,,,,,,,
Heartless Bastards,Done Got Old,"46TgjEqIpVAeWNBtilACi0
",0.10694444444444444,0,0,1.0,0,0,0.3333333333333333,0,0,0.3333333333333333
Kali,Restory,"4woAlzzav66xbnMxUiuB8H
",,,,,,,,,,
Shawn Christopher,Another Sleepless Night,"7jDHkIWA1bh5ZGEyHDF8xi
",,,,,,,,,,
Derango,An Unsane Tale,"3diZlarvvkfwr9xW0Le8fr
",,,,,,,,,,
YACHT,Psychic City,"6SoVI1qSkmyJG95BF5oFtR
",0.011920575123497354,0.75,0,1.0,0,0,0.012363345248089979,0.5,0,0.018579692081200146
Maroon 5,This Love,"5zF2zGPkL6Ipsn9AfAK6RP
",0.09609832200978036,0.22152777777777777,0.16666666666666666,0.1734126984126984,0,0.13541666666666669,0.0867063492063492,0.1076388888888889,0.3333333333333333,0
Abakus,Night Walker,"5RfVyEeeAolfYT1P0A3ZnG
",0.6666666666666666,0.38888888888888884,0,0,0,0.3333333333333333,0,0.3333333333333333,0,0
Angello Axwell Deborah Cox Sebastian Ingrosso Laidback Luke,Leave The World Behind,"2PD80YrA26BEFSow29sNm7
",,,,,,,,,,
Hernan Cattaneo Soundexile,Sonification,"4cCBHr2BrRmbli33JI4NR4
",,,,,,,,,,
The Robert Cray Band,All The Way,"4AdSZ9NCONM50Nu4xGCAO3
",0.02466837033814388,0.1336111111111111,0.5,0.09229166666666666,0.5,0.1638888888888889,0.0273804170347679,0,0.2,0.05937169312169312
John Lee Hooker The Avener,It Serves You Right To Suffer,"35mKWzraWktvQcTGfuAHbV
",,,,,,,,,,
Suntree,Outside,"5k4aUITLsIxuIP2TTAMes8
",,,,,,,,,,
Speedometer,Happy,"0nlqorVbqYB3haNKIAbajE
",,,,,,,,,,
Rihanna Drake,Work,"14WWzenpaEgQZlqPq2nk4v
",,,,,,,,,,
Abakus,Stay with Me,"7LrlQdeL8w7G9aqTqJcCsG
",,,,,,,,,,
Tipper,Cinder Cone,"7GPBGPsr1oT5uKcfQgOepr
",,,,,,,,,,
Count Basie Joe Williams,Im Beginning to See the Light,"4JuVr0kJx4phH8ZxfhBt6E
",,,,,,,,,,
